,employee_id,avg_monthly_hrs,department,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,status,tenure
1405,122686,135,3,,0.545554,2,,1,0.400974,1,3
1406,103394,152,5,,0.6418050000000001,4,,2,0.793931,0,3
1407,110110,159,7,,0.5072840000000001,2,,1,0.395362,1,3
1408,103188,183,4,,,3,,2,0.978642,0,3
1409,127365,308,3,,0.839001,6,,1,0.0813238,1,4
1410,119279,158,2,,0.826368,5,,2,0.535682,0,3
1411,127589,239,9,,0.927427,5,,2,0.783737,1,5
1412,112900,221,5,,0.968134,5,,2,0.8630680000000001,1,5
1413,113788,208,5,1.0,0.982664,5,,2,0.752939,0,4
1414,117170,191,3,,0.569484,4,,1,1.0,0,3
1415,100463,189,4,,0.557084,4,,2,0.885917,0,3
1416,114722,143,4,,,3,,1,0.961937,0,3
1417,102640,172,4,,0.885518,4,,2,0.547535,0,4
1418,118293,139,2,,0.8649680000000001,3,,1,0.715476,0,2
1419,108878,244,3,,,5,,2,0.780198,0,3
1420,102059,203,3,,,3,,1,0.9506020000000001,0,3
1421,102177,208,10,,0.637071,4,,3,0.716549,0,2
1422,103649,104,5,,0.8820680000000001,3,,1,0.816308,0,4
1423,115222,157,7,,0.468409,3,,2,1.0,0,3
1424,119810,289,3,,0.9776100000000001,7,,1,0.163303,1,4
1425,118803,206,2,,,3,,1,0.802588,0,2
1426,110244,205,2,1.0,0.529034,5,,2,1.0,0,2
1427,113579,279,2,1.0,0.815763,3,,2,0.9008889999999999,0,3
1428,122835,244,5,,0.919524,5,,1,0.7016720000000001,1,5
1429,118400,262,7,,0.5667409999999999,3,,1,1.0,0,2
1430,104793,264,10,,0.97664,5,1.0,3,0.5600930000000001,0,8
1431,110668,271,2,,0.566701,3,,2,0.841841,0,7
1432,111596,212,10,1.0,0.655339,4,,1,0.278434,0,4
1433,118713,217,2,,0.406806,3,,1,0.767061,0,2
1434,115253,216,5,,0.657421,5,,3,0.551149,0,2
1435,104901,186,1,,0.848201,4,1.0,2,0.506522,0,7
1436,112649,155,5,1.0,0.895476,4,,3,0.7908,0,3
1437,107108,250,3,,0.48915,3,,2,0.9095120000000001,0,3
1438,109895,156,2,,0.522904,4,,3,0.8881190000000001,0,4
1439,102220,271,6,,0.755703,2,,1,0.683353,0,2
1440,118925,249,2,,0.927902,6,,1,0.140586,1,4
1441,114037,253,2,,0.896874,7,,1,0.163942,1,4
1442,110844,234,2,1.0,0.9451780000000001,4,,2,0.840482,0,3
1443,103532,170,7,,0.711281,5,,3,0.936783,0,3
1444,118472,250,1,,0.924766,3,,2,0.676404,0,4
1445,114726,155,9,,0.8979520000000001,3,,1,0.801701,0,3
1446,111158,296,2,,0.877662,7,,1,0.063604,1,4
1447,108029,138,2,,0.620179,3,,2,0.313091,0,5
1448,103704,143,7,,0.566925,2,,1,0.394936,1,3
1449,110729,275,5,,0.86616,4,,1,0.8455590000000001,1,5
1450,106615,179,2,,0.481871,4,,2,0.52962,0,3
1451,120663,242,2,,0.9750610000000001,5,,1,0.8452149999999999,1,5
1452,111405,238,5,,0.7460060000000001,3,,2,0.16126500000000002,0,8
1453,115184,232,1,,,4,,1,0.8129930000000001,0,2
1454,134253,259,5,,0.809473,4,,2,0.919366,0,3
1455,100980,233,2,,0.735681,4,,1,0.70004,0,2
1456,113121,177,2,,0.9041370000000001,3,,3,0.791194,0,2
1457,106684,187,3,,0.660305,4,,1,0.9360290000000001,0,2
1458,112780,191,4,,0.64403,5,,1,0.9108649999999999,0,3
1459,109826,268,10,,0.892192,3,,2,0.648993,0,4
1460,113645,216,0,1.0,0.361577,3,,2,0.48348599999999997,0,6
1461,114223,150,2,,0.5557350000000001,2,,1,0.425595,1,3
1462,102243,226,2,,0.644305,4,,1,0.611111,0,7
1463,115492,159,2,,0.48821400000000004,4,,1,0.511212,0,4
1464,118668,240,7,1.0,0.83429,5,,2,0.758062,1,6
1465,105481,251,9,,,3,,1,0.889266,0,3
1466,106474,129,7,,0.449024,2,,1,0.38355900000000004,1,3
1467,119281,138,2,,0.486567,2,,1,0.398036,1,3
1468,107000,265,2,1.0,0.534747,3,,2,0.635474,0,3
1469,115290,263,4,,0.801776,4,,2,0.891972,0,3
1470,104255,111,8,,,2,,1,0.6212118710642862,0,3
1471,107354,136,5,,,2,,1,0.387382,1,3
1472,112484,160,2,,0.505229,2,,1,0.516085,1,3
1473,103288,273,7,,0.7228100000000001,3,,2,0.7648010000000001,0,3
1474,114838,152,2,,0.8257909999999999,4,,1,0.8467690000000001,0,7
1475,115304,245,5,1.0,0.6967439999999999,5,,1,0.783409,0,3
1476,100953,236,3,,0.890961,3,,1,0.4888,0,2
1477,114431,215,1,,0.5482239999999999,5,,3,0.9615950000000001,0,7
1478,110958,242,5,1.0,0.7475890000000001,3,,2,0.748405,0,5
1479,118717,153,2,1.0,0.515672,2,,1,0.37253200000000003,1,3
1480,119709,145,5,1.0,0.5302,5,,1,0.638149,0,3
1481,107069,249,6,,0.806345,5,,2,0.696257,1,5
1482,101334,249,7,,0.8380549999999999,4,,1,0.862592,1,6
1483,104178,263,2,,0.637363,4,,2,0.67732,0,4
1484,113476,128,10,,0.49408900000000006,2,,1,0.369465,1,3
1485,118646,272,2,1.0,0.866733,4,,2,1.0,0,4
1486,117433,193,2,,,4,,2,0.694171,0,2
1487,103607,240,5,,0.949636,5,,2,0.74431,0,4
1488,104004,209,2,,0.593666,4,1.0,2,0.737841,0,3
1489,111352,223,5,1.0,0.8811,4,,1,0.572241,0,3
1490,109932,259,2,,0.9745889999999999,4,,3,0.934622,0,2
1491,109282,194,3,,0.6055020000000001,2,,2,0.23124299999999998,0,6
1492,123012,155,2,,0.434123,2,,1,0.439222,1,3
1493,141069,183,4,,0.938326,4,,1,0.9060299999999999,0,3
1494,139431,191,5,,,5,,2,0.9311530000000001,0,2
1495,101461,189,2,,0.967002,4,,2,0.914101,0,10
1496,127507,262,10,,0.9579479999999999,4,,2,0.902869,1,6
1497,102966,153,2,,0.455696,2,,1,0.45285699999999995,1,3
1498,103038,199,1,,0.770048,4,,2,0.177953,0,5
1499,103029,131,5,,0.429356,5,,2,0.9047459999999999,0,6
1500,123331,269,10,,0.932009,6,,2,0.0633131,1,4
1501,102691,169,4,,0.8589829999999999,4,,1,0.682358,0,4
1502,114587,184,5,,0.695469,3,,1,0.8793719999999999,0,3
1503,116212,202,5,,0.45654399999999995,3,,1,0.927832,0,6
1504,119392,271,2,,0.667378,3,,1,0.44728900000000005,1,4
1505,104646,135,5,,0.520188,2,,2,0.480209,0,4
1506,102549,226,3,,0.727484,3,,2,0.568033,0,3
1507,100619,191,2,,0.921967,5,,1,0.863258,0,4
1508,112598,253,7,,0.7617079999999999,3,,2,0.48056000000000004,0,3
1509,120875,233,5,,0.936729,4,,1,0.899675,1,6
1510,117075,127,2,,0.597759,4,,1,0.143127,0,8
1511,103006,179,5,,0.465736,4,,1,0.617488,0,3
1512,106359,184,4,,0.507074,4,,3,0.452481,0,3
1513,114048,244,2,,0.584015,3,,1,0.921176,0,8
1514,115404,261,3,,0.5304979999999999,4,,3,0.5760390000000001,0,2
1515,118362,168,1,,,4,,1,0.563459,0,2
1516,107652,161,1,,0.533407,4,,3,0.499097,0,7
1517,103799,229,5,,,5,,2,1.0,0,2
1518,101559,237,7,,0.817574,5,,2,0.785626,1,5
1519,114277,273,5,,0.766304,6,,2,0.944436,0,5
1520,116768,241,2,,0.965089,5,,1,0.804446,0,3
1521,115576,223,5,1.0,0.538664,3,,1,0.893066,0,4
1522,122758,224,10,,0.469179,7,,2,0.19819,1,5
1523,117755,145,4,,0.443188,3,,2,0.47415100000000004,0,2
1524,114333,235,2,,0.760609,4,,2,0.9207989999999999,0,6
1525,128439,141,7,,,2,,2,0.442755,1,3
1526,118353,257,5,,0.963915,5,,2,0.912589,1,5
1527,108048,144,2,,0.690733,3,,2,0.532821,0,3
1528,101237,204,4,,0.551449,5,,1,0.700764,0,3
1529,119334,254,10,,0.654064,3,,2,0.8339489999999999,0,3
1530,114190,254,2,1.0,0.582118,3,,3,0.671451,0,3
1531,115100,249,5,,0.8574069999999999,6,,2,0.09021230000000001,1,4
1532,119437,136,2,,0.48096000000000005,2,,2,0.401807,1,3
1533,134534,167,3,,0.5029859999999999,4,,2,0.72539,0,3
1534,114703,160,2,,0.46375200000000005,2,1.0,1,0.46423000000000003,1,3
1535,130734,146,4,,0.8785360000000001,3,,2,0.7696069999999999,0,3
1536,107408,139,3,,0.47756000000000004,3,,2,0.235673,0,4
1537,119040,156,2,1.0,0.414742,2,,1,0.361317,1,3
1538,109431,258,2,,,4,,2,0.5129819999999999,0,2
1539,108127,154,6,,,3,,2,0.911751,0,2
1540,104638,240,2,,0.932006,3,,2,0.505195,0,2
1541,110826,257,4,,0.660521,3,,1,0.523285,0,3
1542,104920,175,5,,0.39173600000000003,5,,3,0.550819,0,4
1543,116363,156,2,1.0,0.957326,5,,1,0.8916379999999999,0,3
1544,106847,149,4,,0.505197,2,,1,0.510686,1,3
1545,106958,278,5,1.0,0.5081,5,,2,0.755829,0,2
1546,127269,151,5,,,2,,1,0.419818,1,3
1547,105506,159,5,,0.5968680000000001,2,,3,0.618517,0,3
1548,131562,274,3,,0.918926,4,,1,0.9040389999999999,1,5
1549,111553,202,6,,0.6673520000000001,4,,1,0.83015,0,3
1550,103801,160,4,,0.7806770000000001,3,,1,0.829283,0,3
1551,104009,251,5,,0.87625,6,,2,0.17680099999999999,1,4
1552,117435,202,3,,0.600236,4,,2,0.9388920000000001,0,3
1553,102644,206,0,,0.775584,6,,1,0.199985,0,6
1554,112201,145,2,,0.5176189999999999,2,,1,0.362618,1,3
1555,102733,272,2,,0.497615,6,,1,0.9102370000000001,0,6
1556,105148,177,10,1.0,0.5137189999999999,3,,1,0.573288,0,3
1557,108217,144,7,,0.484401,2,,2,0.367553,1,3
1558,110053,138,4,,0.883123,3,,1,0.614008,0,10
1559,118407,165,3,,0.9177379999999999,2,,2,0.391284,0,3
1560,112561,218,5,,0.494932,4,,1,0.8628530000000001,0,2
1561,115716,123,2,,0.894476,4,,2,0.31298200000000004,0,4
1562,105406,227,6,,0.859641,4,,1,0.9004049999999999,0,2
1563,107033,143,2,,0.5425479999999999,2,,1,0.447435,1,3
1564,114869,215,3,,0.555955,4,,2,0.5187729999999999,0,4
1565,101384,287,3,1.0,0.42821000000000004,6,,1,0.394894,0,5
1566,119243,259,2,,0.51125,4,,1,0.9564440000000001,0,3
1567,111780,104,2,,0.787175,4,,2,0.5523020000000001,0,4
1568,119989,158,4,,0.5471590000000001,2,,1,0.358773,1,3
1569,118915,256,0,,0.910689,3,,1,0.6291260000000001,0,4
1570,143818,132,3,,0.7725390000000001,5,,1,0.5692050000000001,1,6
1571,101533,136,3,,0.9614030000000001,2,,1,0.706922,0,3
1572,111872,200,4,,0.737858,3,,1,0.636406,0,2
1573,119628,187,2,,0.850066,4,,1,0.9442879999999999,0,3
1574,101582,142,2,,0.859244,3,,2,0.556635,0,2
1575,104068,226,2,,0.61249,4,,1,0.559707,0,7
1576,113301,212,6,,0.47887700000000005,4,,2,0.518591,0,7
1577,118709,163,5,,0.5454439999999999,6,,1,0.655196,0,6
1578,115475,202,3,,0.949566,4,,2,1.0,0,3
1579,116085,137,2,1.0,0.673551,2,,1,0.43713500000000005,0,3
1580,117571,251,2,,0.9399629999999999,3,,2,0.770066,0,6
1581,110657,218,2,,0.526875,3,,1,0.8375239999999999,0,4
1582,116663,233,2,,0.960277,4,,1,1.0,0,3
1583,109639,251,7,,0.71538,4,,2,0.58338,0,4
1584,114413,257,2,,0.642232,3,,1,0.9044459999999999,0,3
1585,142441,134,2,,0.6714859999999999,4,,1,0.49536,0,3
1586,105385,210,2,,,3,,1,0.674315,0,2
1587,145850,211,1,,0.7509999999999999,3,,3,0.777165,0,3
1588,108643,212,6,,0.8727860000000001,3,,2,0.531863,0,2
1589,111243,160,6,,0.47342700000000004,2,,1,0.326995,1,3
1590,114597,149,10,,0.970357,4,,1,0.24883200000000003,0,6
1591,102784,254,5,,,3,,2,0.951714,0,3
1592,109636,149,7,,0.685337,4,,2,0.8911110000000001,0,3
1593,114152,153,5,,0.465084,3,,2,0.8527629999999999,0,4
1594,117548,172,2,,0.50364,3,,2,0.638231,0,3
1595,109996,228,2,,,3,1.0,2,0.684318,0,2
1596,102732,169,4,,0.5762,5,,2,0.305471,0,4
1597,105786,270,4,,0.621102,4,,2,0.903357,0,4
1598,111348,147,2,,,2,,1,0.41190600000000005,1,3
1599,110621,245,4,,0.825161,6,,1,0.12756199999999998,1,4
1600,129369,232,5,,0.980759,4,,2,0.825572,1,5
1601,104082,112,3,,0.640356,3,,2,0.629509,0,5
1602,107831,248,4,,0.535971,6,,1,0.16114900000000001,0,5
1603,103776,218,6,,0.906876,5,,1,0.9714649999999999,1,6
1604,141362,264,2,,0.53823,4,,3,0.7395520000000001,0,3
1605,116706,152,7,,0.633871,4,,3,0.691802,0,3
1606,112927,176,4,,0.531187,6,,2,0.23786300000000002,0,5
1607,117778,197,3,1.0,0.623028,5,,1,1.0,0,4
1608,104800,170,7,,0.5301100000000001,3,,2,0.9881709999999999,0,3
1609,107320,160,10,,0.96577,5,,1,0.57996,0,3
1610,111487,192,1,,0.651704,3,,3,0.521143,0,7
1611,106892,188,5,,,2,,2,0.8303790000000001,0,2
1612,117860,152,6,,0.43978500000000004,2,,1,0.340778,1,3
1613,114205,230,5,,0.698435,2,,1,0.586832,0,3
1614,104786,210,2,,0.927514,4,,2,0.8454790000000001,0,2
1615,110820,263,5,,0.452666,7,,2,0.5739350000000001,1,4
1616,108717,286,7,,0.510804,5,,2,0.588392,0,4
1617,102836,177,4,,0.699267,5,,2,0.9403959999999999,0,4
1618,106857,190,4,,0.5516449999999999,3,,1,0.54594,0,3
1619,101827,109,5,1.0,1.0,2,,1,0.26797,0,4
1620,112211,151,5,,0.929895,3,,1,0.9019389999999999,0,2
1621,102544,262,4,,0.5407270000000001,5,,2,0.703901,0,3
1622,112919,267,2,,,4,,1,0.810315,0,3
1623,111324,272,3,,0.65512,3,,2,0.697477,0,10
1624,118481,194,3,,0.45951800000000004,2,,1,0.536519,0,2
1625,117709,249,6,,0.678951,6,,2,0.558002,0,5
1626,102639,225,5,,0.9017639999999999,6,,1,0.714603,0,4
1627,108806,136,4,,0.899508,3,,1,0.793624,0,3
1628,115113,234,2,,0.9041549999999999,4,,1,0.812239,1,5
1629,107409,144,5,,0.646774,5,,2,0.23642399999999997,0,6
1630,114165,152,5,,0.5531689999999999,2,,2,0.34708,1,3
1631,112483,134,2,,0.734727,3,,1,0.615397,0,3
1632,101734,184,3,,0.9937309999999999,4,,1,0.8599180000000001,0,3
1633,109534,192,2,,0.630601,4,,2,0.678898,0,4
1634,117591,277,2,,0.910957,7,,1,0.144573,1,5
1635,105330,224,4,,0.7459680000000001,3,,1,0.893763,0,3
1636,101128,238,2,,0.559074,5,,2,0.9029469999999999,0,2
1637,111501,239,5,,0.886228,2,,1,0.211619,0,2
1638,110007,173,7,,0.8390200000000001,5,,1,0.748087,0,3
1639,117917,293,2,,0.807833,6,,1,0.0400584,1,5
1640,114674,226,4,,1.0,2,,1,0.794768,0,3
1641,110854,228,4,,0.62789,4,,1,0.910682,0,4
1642,101350,136,2,,0.982197,4,,1,0.612492,0,4
1643,115165,287,5,,0.87175,6,,1,0.158289,1,4
1644,101633,128,4,,0.5134029999999999,3,,2,0.41032700000000005,0,3
1645,119536,254,5,1.0,0.6893520000000001,3,,2,0.52,0,2
1646,114452,256,6,,0.33132,3,,2,0.8188340000000001,0,3
1647,113806,232,5,,0.939385,5,,1,0.81914,1,5
1648,100234,144,2,,0.7915760000000001,3,,2,0.933177,0,3
1649,112811,130,5,,0.49973999999999996,2,,1,0.46196899999999996,1,3
1650,117437,143,3,1.0,0.92379,5,,1,0.62485,0,3
1651,106709,212,2,,0.7538050000000001,6,,1,0.16177,0,2
1652,139043,174,2,,0.654918,2,,2,0.35680500000000004,0,3
1653,121010,147,2,,0.49256099999999997,2,,1,0.386499,1,3
1654,101248,183,4,,0.8721389999999999,3,,1,0.692516,1,5
1655,118117,234,5,,0.935743,4,,2,0.650031,0,2
1656,108563,279,3,1.0,0.7023520000000001,4,,2,0.24435,0,5
1657,105260,202,2,,0.840341,3,,2,0.7157479999999999,0,2
1658,117266,178,4,,0.555592,2,,2,0.468868,0,2
1659,119141,278,5,,0.81404,6,,3,0.08383910000000001,1,4
1660,117139,149,6,1.0,0.565221,5,,2,0.682018,0,3
1661,107134,208,2,,0.533158,3,,2,0.758918,0,2
1662,116349,216,3,,0.7363689999999999,4,,2,0.856901,0,4
1663,113876,247,2,,0.612849,4,,1,0.723417,0,4
1664,104154,127,2,1.0,0.953881,6,,2,0.42463100000000004,0,3
1665,107875,175,3,,,3,,1,0.51371,0,3
1666,129201,136,1,,0.5231520000000001,2,,1,0.41935,1,3
1667,102038,298,5,,0.970542,6,,2,0.07933889999999999,1,4
1668,115450,170,2,,0.87969,6,,1,0.526449,0,4
1669,101950,222,2,,0.690418,4,1.0,3,0.741977,0,3
1670,113777,234,3,1.0,,4,,2,0.6200680000000001,0,2
1671,101565,120,10,1.0,0.465232,3,,2,0.560616,0,6
1672,118408,134,3,,0.7747890000000001,4,,1,0.553171,0,2
1673,112912,224,4,,0.8691780000000001,4,,1,0.6866369999999999,0,3
1674,103784,194,3,,0.517891,3,,3,0.5591229999999999,0,2
1675,100989,281,2,,0.569194,4,,2,0.28636,0,7
1676,106757,232,7,,0.879202,3,,2,0.537899,0,5
1677,114978,129,5,,0.451734,3,,2,0.27407600000000004,0,2
1678,108315,245,2,,0.817467,4,,2,0.959413,0,4
1679,101045,189,5,,0.871782,5,,1,0.129549,0,5
1680,112418,113,5,,0.563345,3,,1,0.8681450000000001,0,3
1681,118388,151,2,,,3,,2,0.9160969999999999,0,3
1682,105825,111,2,,0.799894,5,,2,0.367348,0,4
1683,138392,187,5,,0.599422,3,,1,0.774279,0,3
1684,136796,304,2,,0.916594,6,,1,0.13811800000000002,1,4
1685,108148,156,6,,,5,,1,0.759271,0,2
1686,102134,183,2,,,4,,1,0.9179780000000001,0,3
1687,105194,255,2,,0.827667,6,,1,0.0948375,1,4
1688,118061,257,9,,0.886631,5,,1,0.265318,1,5
1689,112733,106,6,1.0,0.798094,4,,1,0.481616,0,2
1690,113520,269,5,,0.879294,6,,2,0.10920899999999999,1,4
1691,106153,157,10,,0.579004,4,,1,0.7314510000000001,0,3
1692,104788,199,5,,0.597615,4,,1,0.502861,0,2
1693,121907,140,5,,0.536804,2,,2,0.376617,1,3
1694,109432,286,2,,0.667592,6,1.0,2,0.139198,0,7
1695,115941,281,4,,0.867275,5,,2,0.1339,1,4
1696,115505,259,2,,0.6116010000000001,5,,1,0.756748,0,3
1697,103818,160,7,,,3,,3,0.569666,0,2
1698,147235,155,2,,0.6434880000000001,4,,3,0.81109,0,4
1699,114341,213,4,,0.856517,4,,1,0.860276,0,3
1700,101036,160,3,,1.0,4,,1,0.781555,0,4
1701,103641,205,2,1.0,0.6977369999999999,2,,1,0.828958,0,3
1702,118260,238,5,,0.5092369999999999,5,,2,0.9772860000000001,0,3
1703,113952,154,4,1.0,,2,,2,0.417145,1,3
1704,102160,282,2,,0.9390040000000001,6,,1,0.147083,1,4
1705,111539,132,6,,,4,,3,0.556841,0,3
1706,117221,154,3,,0.602526,3,,1,0.798693,0,2
1707,117631,144,2,,,4,,2,0.820961,0,3
1708,115554,267,2,,0.992276,4,,2,0.614172,0,3
1709,102052,235,2,1.0,0.5067470000000001,5,,1,0.699942,0,8
1710,113827,201,1,,0.694801,3,,3,0.795085,0,10
1711,108395,219,2,1.0,0.856865,4,,2,0.566561,1,2
1712,105512,211,5,,0.41744799999999993,2,,1,0.954902,0,3
1713,106949,168,2,,0.5141020000000001,4,,1,0.47108500000000003,0,2
1714,113425,262,6,,1.0,5,,2,0.75766,1,5
1715,107110,114,5,,0.8224739999999999,2,,3,0.39407600000000004,0,5
1716,115531,132,5,,0.500236,2,,1,0.3148,1,3
1717,113572,254,2,,0.758867,3,,2,0.5287229999999999,0,2
1718,102744,255,2,,0.740884,2,,1,0.881323,0,7
1719,117108,257,3,1.0,0.5471229999999999,3,,1,0.746678,0,3
1720,119596,245,3,,0.969139,5,,1,0.882067,1,5
1721,106530,248,5,,,4,,2,0.499414,0,2
1722,117540,167,7,,0.778841,5,,2,0.7052229999999999,0,3
1723,102888,186,4,1.0,0.632316,3,,2,0.825615,0,3
1724,147410,208,4,,0.8295239999999999,4,,2,0.7381770000000001,0,2
1725,107445,188,5,,,4,,1,0.627502,0,2
1726,125676,151,6,,0.43895100000000004,2,,1,0.389023,1,3
1727,108088,215,2,1.0,0.474239,2,,1,0.77022,0,2
1728,109710,237,2,1.0,0.798921,4,,2,0.8570700000000001,0,3
1729,117479,180,2,1.0,0.852678,3,,3,0.670561,0,2
1730,124736,279,4,,0.8683790000000001,6,,2,0.1192,1,4
1731,112210,134,2,,0.555718,2,,1,0.511041,1,3
1732,100242,257,10,,0.953476,3,,1,0.838377,0,2
1733,121608,291,2,,0.8192790000000001,6,,1,0.10179400000000001,1,4
1734,110994,145,2,1.0,,5,,2,0.964886,0,3
1735,100148,162,5,1.0,0.641741,5,,2,0.736963,0,4
1736,103145,238,2,,0.497634,5,,1,0.914226,0,2
1737,104272,223,2,,0.987909,3,,3,0.897333,0,4
1738,104023,115,4,1.0,0.962557,3,,1,0.8690379999999999,0,2
1739,105944,105,5,,0.614759,5,,3,0.23112399999999997,0,4
1740,112724,194,2,,0.798456,4,,2,0.661466,0,3
1741,113935,238,5,,0.846066,4,,3,0.665417,0,3
1742,118923,235,3,,0.735704,5,,2,0.9058120000000001,0,4
1743,111325,141,7,,0.46087,2,,2,0.405097,1,3
1744,100116,156,2,,0.5229659999999999,2,,2,0.40980900000000003,1,3
1745,117916,149,2,,0.49063500000000004,2,,1,0.390664,1,3
1746,105392,188,2,1.0,0.514378,3,,1,0.925335,0,3
1747,116041,66,8,,,1,,2,0.6212118710642862,0,3
1748,117022,127,10,,0.617942,4,,1,0.369738,0,5
1749,114045,186,5,1.0,0.521806,4,,2,1.0,0,4
1750,115338,197,5,,0.9403729999999999,3,,1,0.554531,0,3
1751,104141,167,2,,,4,,2,0.826042,0,3
1752,117658,164,1,1.0,0.52705,4,,1,0.7023739999999999,0,2
1753,110318,192,2,,0.613537,2,,1,0.812357,0,2
1754,112837,183,4,1.0,0.833274,4,1.0,1,0.7926449999999999,0,2
1755,105149,168,2,1.0,0.389627,3,,1,0.394052,0,3
1756,105873,162,2,,0.950435,3,,2,0.823882,0,3
1757,105408,269,5,1.0,0.7316239999999999,3,,2,0.703607,0,2
1758,107097,225,2,1.0,0.505355,3,,2,1.0,0,4
1759,116930,228,2,,1.0,4,,1,0.739066,1,5
1760,102079,229,4,,0.9002540000000001,5,,1,0.7607619999999999,1,6
1761,105414,159,2,,0.7014779999999999,2,,1,0.481317,0,2
1762,130463,155,3,,0.5497350000000001,2,,1,0.356817,1,3
1763,112151,238,4,,0.683539,3,,2,0.216943,0,6
1764,107743,242,5,,0.714823,3,,1,0.532076,0,3
1765,114540,254,3,,0.858775,4,,2,0.714654,0,3
1766,105780,200,6,,0.7555810000000001,4,,1,0.7918029999999999,0,4
1767,112477,133,5,,0.542964,2,,1,0.375272,1,3
1768,115925,155,2,,,3,,1,0.35589499999999996,0,3
1769,105052,208,2,,0.532968,3,,2,0.859067,0,3
1770,108589,247,5,1.0,,3,,1,0.717032,0,2
1771,114950,205,2,,0.794659,4,,1,0.617491,0,3
1772,108972,219,5,,0.924341,3,,1,0.457596,1,6
1773,107060,135,5,,0.44079300000000005,2,,1,0.422306,1,3
1774,110487,154,4,1.0,0.49607700000000005,2,,2,0.41387799999999997,1,3
1775,102252,289,2,,0.9071940000000001,7,,1,0.167997,1,4
1776,110309,224,2,,0.967201,2,,1,0.940837,0,2
1777,111946,169,5,,0.923479,2,,2,0.780903,0,3
1778,114372,252,2,,0.680925,2,,1,0.8783219999999999,0,2
1779,100559,263,7,1.0,0.94399,3,1.0,2,0.658602,0,3
1780,103655,137,4,1.0,0.9047959999999999,5,,1,0.972931,0,2
1781,107981,217,2,,0.54661,6,,2,0.200639,0,6
1782,113499,113,5,,0.391834,5,,2,0.687379,0,8
1783,106641,255,1,,0.8181149999999999,4,,1,0.791656,1,5
1784,114629,264,2,1.0,0.8700319999999999,6,,2,0.142511,1,4
1785,134408,253,5,,0.966989,5,,2,0.9255329999999999,0,2
1786,113148,156,6,,0.538417,2,,2,0.365555,1,3
1787,114956,251,1,,0.592244,5,,3,0.842775,0,10
1788,100650,282,2,,0.745577,6,,2,0.14987799999999998,1,5
1789,110367,216,5,,,4,,1,0.991231,0,2
1790,102577,257,4,,0.945992,3,,2,0.517774,0,2
1791,121233,164,4,,0.8267540000000001,2,,1,0.512092,1,5
1792,113608,156,4,1.0,0.620627,3,,1,0.687739,0,6
1793,116719,152,2,,,6,,1,0.143822,0,3
1794,114549,154,5,,,2,,1,0.392333,1,3
1795,123252,280,5,,0.6301770000000001,2,,1,0.327048,1,4
1796,111026,216,2,,0.52689,4,,2,0.794362,0,3
1797,118614,146,2,,0.45211599999999996,2,,2,0.402046,1,3
1798,114284,176,1,,0.880441,3,,2,0.7015359999999999,0,3
1799,116159,203,2,,,3,,1,0.564315,0,3
1800,108098,257,2,,0.583547,5,,3,0.794642,0,3
1801,132488,128,7,,0.6621130000000001,5,,2,0.601226,0,5
1802,105542,209,0,,0.918631,4,,2,0.9834510000000001,0,2
1803,127666,277,2,1.0,0.715454,4,,2,0.17447000000000001,1,5
1804,114637,247,6,,0.866179,6,,2,0.610222,0,6
1805,114388,152,5,,0.443904,3,,2,0.5285479999999999,0,2
1806,103742,248,10,,0.81001,3,,2,0.477469,0,2
1807,104611,215,2,,0.906075,6,,1,0.43479399999999996,0,5
1808,111669,255,2,,0.649058,4,,2,0.562647,0,3
1809,119587,272,2,,1.0,6,,1,0.270864,0,2
1810,117076,139,2,1.0,0.700978,3,,2,0.87766,0,5
1811,119500,261,10,,0.876483,6,,2,0.0933143,1,4
1812,104808,203,1,,,4,,1,0.94405,0,2
1813,105524,229,2,1.0,,3,,2,0.9196620000000001,0,2
1814,109502,106,10,,0.765562,3,,1,0.568422,0,2
1815,119001,235,2,1.0,0.479734,5,,1,0.7079340000000001,0,8
1816,115924,219,7,,0.799484,4,,2,0.877977,0,2
1817,113954,250,2,,0.6759569999999999,3,,2,0.5878,0,3
1818,108854,222,5,,0.734588,5,,1,0.5418109999999999,0,3
1819,130838,273,2,1.0,0.613933,3,,2,0.90512,0,2
1820,107363,310,4,,1.0,6,,1,0.118176,1,5
1821,101807,216,2,,0.677519,5,,1,0.753102,0,3
1822,100414,152,3,,0.7554350000000001,5,,2,0.904543,0,3
1823,112119,174,2,,0.964799,3,,1,0.929683,0,3
1824,108166,146,6,,0.844097,4,,2,0.596432,0,2
1825,125533,285,5,,0.912675,6,,1,0.119074,1,4
1826,102995,222,7,,0.688862,6,,3,0.607642,0,5
1827,106662,258,2,,,2,,1,0.940889,0,2
1828,112251,130,6,1.0,0.561503,2,,1,0.445384,1,3
1829,103839,274,4,,,3,,2,0.644081,0,3
1830,111052,149,4,,0.793809,3,,2,0.9281510000000001,1,2
1831,105431,156,4,1.0,0.9134700000000001,2,,1,0.944674,0,3
1832,104492,181,2,,0.8920040000000001,5,,1,0.578442,0,3
1833,111469,242,2,,0.80738,3,,1,0.881285,0,6
1834,119606,148,2,,0.48532600000000004,2,,1,0.459236,1,3
1835,136291,238,2,,0.445024,2,,1,0.0995443,0,3
1836,112230,218,1,,0.59838,3,,1,0.9119280000000001,0,3
